Class ID,Class Type,Class Title,Campus,Credits,Days,Time,Date,Instructor
BISC414010,LEC,Topics in Development & Cancer,NEWRK,3 Hrs,TR,9:30AM - 10:45AM,Feb 7 - May 17,"Wei,Shuo"
BISC415010,LEC,Developmental Biology,NEWRK,3 Hrs,TR,9:30AM - 10:45AM,Feb 7 - May 17,"Song,Jia Ling"
BISC415010,LEC,Developmental Biology,NEWRK,3 Hrs,TR,9:30AM - 10:45AM,Feb 7 - May 17,"Song,Jia Ling"
BISC422000,IND,Teaching Experience,NEWRK,2 Hrs,ASYN,12:00AM - 12:00AM,Feb 7 - May 17,Staff
BISC425010,LEC,Cancer Biology,NEWRK,3 Hrs,MW,3:35PM - 4:50PM,Feb 7 - May 17,"Cooper,Carlton Rodney"
BISC435010,LEC,Population Ecology,NEWRK,3 Hrs,MW,8:40AM - 9:55AM,Feb 7 - May 17,"Crossley,Michael"
BISC451000,IND,Undergraduate Thesis I,NEWRK,3 Hrs,ASYN,12:00AM - 12:00AM,Feb 7 - May 17,Staff
BISC452000,IND,Undergraduate Thesis II,NEWRK,3 Hrs,ASYN,12:00AM - 12:00AM,Feb 7 - May 17,Staff
BISC466000,IND,Independent Study,NEWRK,1-6 Hrs,ASYN,12:00AM - 12:00AM,Feb 7 - May 17,Staff
BISC467010,LEC,SEMINAR: EXPERIMENTAL MICROBIOLOGY,NEWRK,3 Hrs,M,11:30AM - 12:15PM,Feb 7 - May 17,"Bird,Jeremy"
BISC467011,LEC,SEMINAR: INSECT-BORNE DISEASE ECOLOGY,NEWRK,3 Hrs,TR,11:00AM - 12:15PM,Feb 7 - May 17,"Curran Hossler,Kathleen"
BISC467020L,LAB,SEMINAR: EXPERIMENTAL MICROBIOLOGY,NEWRK,3 Hrs,M,12:15PM - 4:30PM,Feb 7 - May 17,"Bird,Jeremy"
BISC468000,RSC,Research,NEWRK,1-6 Hrs,ASYN,,Feb 7 - May 17,Staff
BISC484010L,LAB,Computer  Based Genetics Laboratory,NEWRK,3 Hrs,MF,12:30PM - 3:30PM,Feb 7 - May 17,"Jungck PhD,John Richard"
BISC484080L,LAB,Computer  Based Genetics Laboratory,NEWRK,3 Hrs,TR,9:00AM - 12:00PM,Feb 7 - May 17,"Raden,David L"
BISC495010,LEC,Evolution,NEWRK,3 Hrs,TR,2:00PM - 3:15PM,Feb 7 - May 17,"Mahaffy,Lynn A"
BISC606010,LEC,Advanced Mammalian Physiology II,NEWRK,4 Hrs,TR,11:00AM - 12:15PM,Feb 7 - May 17,"Van Golen,Kenneth Louis"
BISC612010,LEC,Advanced Cell Biology,NEWRK,3 Hrs,R,2:00PM - 5:00PM,Feb 7 - May 17,"Nohe,Anja Gertrud"
BISC614010,LEC,Topics in Development & Cancer,NEWRK,3 Hrs,TR,9:30AM - 10:45AM,Feb 7 - May 17,"Wei,Shuo"
BISC615010,LEC,Developmental Biology,NEWRK,3 Hrs,TR,9:30AM - 10:45AM,Feb 7 - May 17,"Song,Jia Ling"
BISC625010,LEC,Cancer Biology,NEWRK,3 Hrs,MW,3:35PM - 4:50PM,Feb 7 - May 17,"Cooper,Carlton Rodney"
BISC635010,LEC,Population Ecology,NEWRK,3 Hrs,MW,8:40AM - 9:55AM,Feb 7 - May 17,"Crossley,Michael"
BISC654010,LEC,Biochemical Genetics,NEWRK,3 Hrs,TR,9:30AM - 10:45AM,Feb 7 - May 17,"Selva,Erica"
BISC666010,IND,SPECIAL PROBLEM,NEWRK,1-12 Hrs,MF,12:30PM - 3:30PM,Feb 7 - May 17,"Jungck PhD,John Richard"
BISC667010,LEC,SEMINAR: MAKING SCIENCE MAKE SENSE,NEWRK,1-3 Hrs,MW,3:35PM - 4:50PM,Feb 7 - May 17,"Hlousek-Radojcic,Alenka"
BISC682010,LEC,Bacterial Pathogens: Molecular Mechanisms,NEWRK,3 Hrs,M ,1:25PM - 2:40PM ,Feb 7 - May 17 ,"Boyd,Ethna Fidelma"
BISC690010,LEC,Fundamentals of Pharmacology,NEWRK,3 Hrs,MW,8:40AM - 9:55AM,Feb 7 - May 17,"Woulfe,Donna Souders"
BISC827010D,DIS,Graduate Research Seminar,NEWRK,0-1 Hrs,F,12:30PM - 1:45PM,Feb 7 - May 17,"Selva,Erica"
BISC827011D,DIS,Graduate Research Seminar,NEWRK,0-1 Hrs,F,12:30PM - 1:45PM,Feb 7 - May 17,"Selva,Erica"
BISC830010D,DIS,Responsible Conduct of Research,NEWRK,1 Hrs,F,1:45PM - 4:00PM,Feb 7 - Mar 25,"Duncan,Melinda"
BISC850010,LEC,Advanced Topics in Biology: MICROBIAL HOST INTERACTIONS,NEWRK,1 Hrs,T,2:00PM - 3:00PM,Feb 7 - May 17,"Neunuebel,Maria Ramona"
BISC864000,RSC,Research Tutorial,NEWRK,1-8 Hrs,TBD,12:00AM - 12:00AM,Feb 7 - May 17,Staff
BISC868000,RSC,Research,NEWRK,1-12 Hrs,TBD,12:00AM - 12:00AM,Feb 7 - May 17,Staff
BISC869000,IND,Master's Thesis,NEWRK,1-6 Hrs,ASYN,12:00AM - 12:00AM,Feb 7 - May 17,Staff
BISC872000,IND,Internship,NEWRK,0-6 Hrs,ASYN,12:00AM - 12:00AM,Feb 7 - May 17,Staff
BISC964000,IND,Pre-Candidacy Study,NEWRK,3-12 Hrs,TBD,12:00AM - 12:00AM,Feb 7 - May 17,Staff
BISC969000,IND,Doctoral Dissertation,NEWRK,1-12 Hrs,TBD,12:00AM - 12:00AM,Feb 7 - May 17,Staff
BMEG100010,LEC,Fundamentals in Biomedical Engineering,NEWRK,2 Hrs,F,12:20PM - 1:10PM,Feb 7 - May 17,"Corbin,Elise"
BMEG100020L,LAB,Fundamentals in Biomedical Engineering,NEWRK,2 Hrs,MW,12:30PM - 2:30PM,Feb 7 - May 17,"Corbin,Elise"
BMEG100021L,LAB,Fundamentals in Biomedical Engineering,NEWRK,2 Hrs,MW,12:30PM - 2:30PM,Feb 7 - May 17,"Corbin,Elise"
BMEG100022L,LAB,Fundamentals in Biomedical Engineering,NEWRK,2 Hrs,MW,9:30AM - 11:30AM,Feb 7 - May 17,"Corbin,Elise"
BMEG230010,LEC,"Circuits, Signals, and Systems for Biomedical Applications",NEWRK,3 Hrs,T ,12:30PM - 1:45PM ,Feb 7 - May 17 ,"Khandha,Ashutosh D."
BMEG230080,LEC,"Circuits, Signals, and Systems for Biomedical Applications",NEWRK,3 Hrs,T ,12:30PM - 1:45PM ,Feb 7 - May 17 ,"Khandha,Ashutosh D."
BMEG260010,LEC,Introduction to Medical Device Design,NEWRK,3 Hrs,MW,12:20PM - 1:10PM,Feb 7 - May 17,"Rooney,Sarah Ilkhanipour"
BMEG260020L,LAB,Introduction to Medical Device Design,NEWRK,3 Hrs,F,12:20PM - 2:00PM,Feb 7 - May 17,"Rooney,Sarah Ilkhanipour"
BMEG302010,LEC,Quantitative Systems Physiology,NEWRK,3 Hrs,TR,3:30PM - 4:45PM,Feb 7 - May 17,"Price,Christopher"
BMEG302080,LEC,Quantitative Systems Physiology,NEWRK,3 Hrs,TR,3:30PM - 4:45PM,Feb 7 - May 17,"Price,Christopher"
BMEG311010,LEC,Bioengineering Mechanics II,NEWRK,3 Hrs,MWF,9:05AM - 9:55AM,Feb 7 - May 17,"Sergi,Fabrizio"
BMEG311080,LEC,Bioengineering Mechanics II,NEWRK,3 Hrs,MWF,9:05AM - 9:55AM,Feb 7 - May 17,"Sergi,Fabrizio"
BMEG341010,LEC,Biomedical Experiment Design & Analysis,NEWRK,3 Hrs,TR,11:00AM - 12:15PM,Feb 7 - May 17,"Karand,Julie Carol"
BMEG341080,LEC,Biomedical Experiment Design & Analysis,NEWRK,3 Hrs,TR,11:00AM - 12:15PM,Feb 7 - May 17,"Karand,Julie Carol"
BMEG341080,LEC,Biomedical Experiment Design & Analysis,NEWRK,3 Hrs,TR,11:00AM - 12:15PM,Feb 7 - May 17,"Karand,Julie Carol"
BMEG360010,LEC,Biomedical Engineering Junior Design,NEWRK,3 Hrs,M,10:10AM - 11:00AM,Feb 7 - May 17,"Rooney,Sarah Ilkhanipour"
BMEG360020L,LAB,Biomedical Engineering Junior Design,NEWRK,3 Hrs,MW,11:15AM - 1:10PM,Feb 7 - May 17,"Khandha,Ashutosh D."
BMEG360021L,LAB,Biomedical Engineering Junior Design,NEWRK,3 Hrs,MW,1:25PM - 3:20PM,Feb 7 - May 17,"Rooney,Sarah Ilkhanipour"
BMEG360022L,LAB,Biomedical Engineering Junior Design,NEWRK,3 Hrs,TR,12:30PM - 2:25PM,Feb 7 - May 17,"Rooney,Sarah Ilkhanipour"
BMEG366000,IND,Independent Study,NEWRK,1-6 Hrs,ASYN ,12:00AM - 12:00AM ,Feb 7 - May 17 ,Staff
BMEG420010,LEC,Biological Transport Phenomena,NEWRK,3 Hrs,TR,3:30PM - 4:45PM,Feb 7 - May 17,Staff
BMEG443010,LEC,Magnetic Resonance Imaging,NEWRK,3 Hrs,TR,12:30PM - 1:45PM,Feb 7 - May 17,"Johnson,Curtis Laurence"
BMEG445010,LEC,Material-Human Body Interfaces,NEWRK,3 Hrs,MW,3:35PM - 4:50PM,Feb 7 - May 17,"Karand,Julie Carol"
BMEG446010,LEC,Neuromechanics of Human Motion,NEWRK,3 Hrs,MW,8:40AM - 9:55AM,Feb 7 - May 17,"Cashaback,Joshua"
BMEG464010,LEC,Medical Device Development,NEWRK,3 Hrs,TR,9:30AM - 10:45AM,Feb 7 - May 17,"Khandha,Ashutosh D."
BMEG466000,IND,Independent Study,NEWRK,1-6 Hrs,ASYN,12:00AM - 12:00AM,Feb 7 - May 17,Staff
BMEG471010,LEC,Mathematical Physiology,NEWRK,3 Hrs,MWF,1:25PM - 2:15PM,Feb 7 - May 17,"Zurakowski,Ryan M"
BMEG643010,LEC,Magnetic Resonance Imaging,NEWRK,3 Hrs,TR,12:30PM - 1:45PM,Feb 7 - May 17,"Johnson,Curtis Laurence"
BMEG645010,LEC,Material-Human Body Interfaces,NEWRK,3 Hrs,MW,3:35PM - 4:50PM,Feb 7 - May 17,"Karand,Julie Carol"
BMEG646010,LEC,Neuromechanics of Human Motion,NEWRK,3 Hrs,MW,8:40AM - 9:55AM,Feb 7 - May 17,"Cashaback,Joshua"
BMEG671010,LEC,Mathematical Physiology,NEWRK,3 Hrs,MWF,1:25PM - 2:15PM,Feb 7 - May 17,"Zurakowski,Ryan M"
BMEG866000,IND,Special Problem,NEWRK,3 Hrs,ASYN,12:00AM - 12:00AM,Feb 7 - May 17,Staff
BMEG867011,LEC,Seminar: RESEARCH TECHNIQUES IN RODENTS,NEWRK,3 Hrs,F,9:00AM - 12:00PM,Feb 7 - May 17,"Sullivan,Millicent Marlene"
BMEG868000,RSC,Research,NEWRK,1-9 Hrs,TBD,12:00AM - 12:00AM,Feb 7 - May 17,Staff
BMEG890015,LEC,Biomedical Engineering Seminar Series,NEWRK,0 Hrs,F,10:30AM - 11:30AM,Feb 7 - May 17,"Johnson,Curtis Laurence"
BMEG964000,IND,Pre-Candidacy Study,NEWRK,3-12 Hrs,TBD,12:00AM - 12:00AM,Feb 7 - May 17,Staff
BMEG969000,IND,Doctoral Dissertation,NEWRK,1-12 Hrs,ASYN,12:00AM - 12:00AM,Feb 7 - May 17,Staff
BMSC622010,LEC,Readings in Movement Science - Critically Evaluating the Literature,NEWRK,3 Hrs,F,10:00AM - 1:00PM,Feb 7 - May 17,Staff
BMSC652010,LEC,Functional Neuroimaging of Motor Control,NEWRK,3 Hrs,M,3:30PM - 6:30PM,Feb 7 - May 17,"Burciu,Roxana"
BMSC667013,LEC,SEMINAR: LOWER EXTREMITY CONTROL: GAIT,NEWRK,3 Hrs,,Canceled,,
BMSC865010,LEC,Seminar,NEWRK,0 Hrs,W,12:00PM - 1:00PM,Feb 7 - May 17,"Semrau,Jennifer"
BMSC866000,IND,Special Problem,NEWRK,1-12 Hrs,ASYN,12:00AM - 12:00AM,Feb 7 - May 17,Staff
BMSC867010,LEC,SEMINAR: COMM. & CULTURE IN REHAB RSRCH,NEWRK,2 Hrs,ASYN,12:00AM - 12:00AM,Feb 7 - May 17,"Galloway,Cole"
BMSC868000,RSC,Research,NEWRK,1-6 Hrs,ASYN,12:00AM - 12:00AM,Feb 7 - May 17,Staff
BMSC869000,IND,Master's Thesis,NEWRK,1-6 Hrs,ASYN,12:00AM - 12:00AM,Feb 7 - May 17,Staff
BMSC964000,IND,Pre-Candidacy Study,NEWRK,3-12 Hrs,ASYN,12:00AM - 12:00AM,Feb 7 - May 17,Staff
BMSC969000,IND,Doctoral Dissertation,NEWRK,1-12 Hrs,ASYN,12:00AM - 12:00AM,Feb 7 - May 17,Staff
BUAD100194,LEC,Introduction to Business,NEWRK,3 Hrs,ASYN,12:00AM - 12:00AM,Feb 7 - May 17,"Bayuk,Julia Belyavsky"
BUAD100195,LEC,Introduction to Business,NEWRK,3 Hrs,ASYN,12:00AM - 12:00AM,Feb 7 - May 17,"Bayuk,Julia Belyavsky"
BUAD110011,LEC,Basics of Business,NEWRK,3 Hrs,MWF,2:30PM - 3:20PM,Feb 7 - May 17,"Sullivan,William"
BUAD150194,LEC,Business Basics for Entrepreneurs,NEWRK,4 Hrs,ASYN,12:00AM - 12:00AM,Feb 7 - May 17,"Freeman,Daniel J"
BUAD150195,LEC,Business Basics for Entrepreneurs,NEWRK,4 Hrs,ASYN,12:00AM - 12:00AM,Feb 7 - May 17,"Freeman,Daniel J"
BUAD301010,LEC,Introduction to Marketing,NEWRK,3 Hrs,TR,2:00PM - 3:15PM,Feb 7 - May 17,"Gardner,Meryl P."
BUAD301011,LEC,Introduction to Marketing,NEWRK,3 Hrs,TR,9:30AM - 10:45AM,Feb 7 - May 17,"Park,Ji Kyung"
BUAD301012,LEC,Introduction to Marketing,NEWRK,3 Hrs,TR,11:00AM - 12:15PM,Feb 7 - May 17,"Park,Ji Kyung"
BUAD301013,LEC,Introduction to Marketing,NEWRK,3 Hrs,TR,12:30PM - 1:45PM,Feb 7 - May 17,"Park,Ji Kyung"
BUAD301014,LEC,Introduction to Marketing,NEWRK,3 Hrs,TR,12:30PM - 1:45PM,Feb 7 - May 17,"Silverman,Jaclyn"
BUAD301015,LEC,Introduction to Marketing,NEWRK,3 Hrs,TR,2:00PM - 3:15PM,Feb 7 - May 17,"Silverman,Jaclyn"
BUAD301016,LEC,Introduction to Marketing,NEWRK,3 Hrs,MWF,10:10AM - 11:00AM,Feb 7 - May 17,"Sivaraman,Anuradha"
BUAD301018,LEC,Introduction to Marketing,NEWRK,3 Hrs,MWF,12:20PM - 1:10PM,Feb 7 - May 17,"Sivaraman,Anuradha"
BUAD301019,LEC,Introduction to Marketing,NEWRK,3 Hrs,MWF,8:00AM - 8:50AM,Feb 7 - May 17,"Bambach,Mark H"
BUAD301070,LEC,Introduction to Marketing,NEWRK,3 Hrs,TBD,12:00AM - 12:00AM,Feb 7 - May 17,"Toole,Ruth A"
BUAD301072,LEC,Introduction to Marketing,NEWRK,3 Hrs,TBD,12:00AM - 12:00AM,Feb 7 - May 17,"Toole,Ruth A"
BUAD301072,LEC,Introduction to Marketing,NEWRK,3 Hrs,TBD,12:00AM - 12:00AM,Feb 7 - May 17,"Toole,Ruth A"
BUAD301073,LEC,Introduction to Marketing,NEWRK,3 Hrs,TBD,,Feb 7 - May 17,"Toole,Ruth A"
BUAD301074,LEC,Introduction to Marketing,NEWRK,3 Hrs,TBD,,Feb 7 - May 17,"Toole,Ruth A"
BUAD301075,LEC,Introduction to Marketing,NEWRK,3 Hrs,TBD,,Feb 7 - May 17,"Toole,Ruth A"
BUAD301076,LEC,Introduction to Marketing,NEWRK,3 Hrs,TBD,,Feb 7 - May 17,"Toole,Ruth A"
BUAD301194,LEC,Introduction to Marketing,NEWRK,3 Hrs,ASYN,12:00AM - 12:00AM,Feb 7 - May 17,"Sivaraman,Anuradha"
BUAD301195,LEC,Introduction to Marketing,NEWRK,3 Hrs,ASYN,12:00AM - 12:00AM,Feb 7 - May 17,"Sivaraman,Anuradha"
BUAD302010,LEC,Marketing Research,NEWRK,3 Hrs,TR,11:00AM - 12:15PM,Feb 7 - May 17,"McGranaghan,Matthew"
BUAD302011,LEC,Marketing Research,NEWRK,3 Hrs,TR,12:30PM - 1:45PM,Feb 7 - May 17,"McGranaghan,Matthew"
BUAD302012,LEC,Marketing Research,NEWRK,3 Hrs,TR,2:00PM - 3:15PM,Feb 7 - May 17,"McGranaghan,Matthew"
BUAD302070,LEC,Marketing Research,NEWRK,3 Hrs,TBD,,Feb 7 - May 17,"Toole,Ruth A"
BUAD302071,LEC,Marketing Research,NEWRK,3 Hrs,TBD,,Feb 7 - May 17,"Toole,Ruth A"
BUAD306010,LEC,Introduction to Service and Operations Management,NEWRK,3 Hrs,MWF,12:20PM - 1:10PM,Feb 7 - May 17,"Swift,Caroline"
BUAD306011,LEC,Introduction to Service and Operations Management,NEWRK,3 Hrs,MWF,1:25PM - 2:15PM,Feb 7 - May 17,"Swift,Caroline"
BUAD306012,LEC,Introduction to Service and Operations Management,NEWRK,3 Hrs,MWF,2:30PM - 3:20PM,Feb 7 - May 17,"Swift,Caroline"
BUAD306013,LEC,Introduction to Service and Operations Management,NEWRK,3 Hrs,MWF,3:35PM - 4:25PM,Feb 7 - May 17,"Swift,Caroline"
BUAD306014,LEC,Introduction to Service and Operations Management,NEWRK,3 Hrs,TR,11:00AM - 12:15PM,Feb 7 - May 17,"Mu,Liying"
BUAD306015,LEC,Introduction to Service and Operations Management,NEWRK,3 Hrs,MWF,9:05AM - 9:55AM,Feb 7 - May 17,"Hyde,Rhonda Aull"
BUAD306016,LEC,Introduction to Service and Operations Management,NEWRK,3 Hrs,MWF,10:10AM - 11:00AM,Feb 7 - May 17,"Murphy,Susan B"
BUAD306070,LEC,Introduction to Service and Operations Management,NEWRK,3 Hrs,TBD,12:00AM - 12:00AM,Feb 7 - May 17,"Toole,Ruth A"
BUAD306072,LEC,Introduction to Service and Operations Management,NEWRK,3 Hrs,TBD,,Feb 7 - May 17,"Toole,Ruth A"
BUAD306073,LEC,Introduction to Service and Operations Management,NEWRK,3 Hrs,TBD,,Feb 7 - May 17,"Toole,Ruth A"
BUAD306074,LEC,Introduction to Service and Operations Management,NEWRK,3 Hrs,TBD,,Feb 7 - May 17,"Toole,Ruth A"
BUAD306075,LEC,Introduction to Service and Operations Management,NEWRK,3 Hrs,TBD,,Feb 7 - May 17,"Toole,Ruth A"
BUAD306076,LEC,Introduction to Service and Operations Management,NEWRK,3 Hrs,TBD,,Feb 7 - May 17,"Toole,Ruth A"
BUAD306194,LEC,Introduction to Service and Operations Management,NEWRK,3 Hrs,ASYN,,Feb 7 - May 17,"Swift,Caroline"
BUAD306195,LEC,Introduction to Service and Operations Management,NEWRK,3 Hrs,ASYN,,Feb 7 - May 17,"Swift,Caroline"
BUAD309010,LEC,Organizational Behavior,NEWRK,3 Hrs,TR,11:00AM - 12:15PM,Feb 7 - May 17,"Kernan,Mary C"
BUAD309011,LEC,Organizational Behavior,NEWRK,3 Hrs,T ,2:00PM - 3:15PM,Feb 7 - May 17 ,"Bullough,Amanda"
BUAD309012,LEC,Organizational Behavior,NEWRK,3 Hrs,R ,2:00PM - 3:15PM,Feb 7 - May 17 ,"Bullough,Amanda"
BUAD309013,LEC,Organizational Behavior,NEWRK,3 Hrs,MWF,10:10AM - 11:00AM,Feb 7 - May 17,"Schenk,Cathryn"
BUAD309014,LEC,Organizational Behavior,NEWRK,3 Hrs,MWF,1:25PM - 2:15PM,Feb 7 - May 17,"Schenk,Cathryn"
BUAD309015,LEC,Organizational Behavior,NEWRK,3 Hrs,T ,12:30PM - 1:45PM,Feb 7 - May 17 ,"Bullough,Amanda"
BUAD309016,LEC,Organizational Behavior,NEWRK,3 Hrs,R ,12:30PM - 1:45PM,Feb 7 - May 17 ,"Bullough,Amanda"
BUAD309017,LEC,Organizational Behavior,NEWRK,3 Hrs,MWF,2:30PM - 3:20PM,Feb 7 - May 17,"Schenk,Cathryn"
BUAD309018,LEC,Organizational Behavior,NEWRK,3 Hrs,MWF,11:15AM - 12:05PM,Feb 7 - May 17,"Levandusky,Natalie Jean"
BUAD309019,LEC,Organizational Behavior,NEWRK,3 Hrs,TR,2:00PM - 3:15PM,Feb 7 - May 17,"Bishop,Derron"
BUAD309050,LEC,Organizational Behavior,NEWRK,3 Hrs,M,6:00PM - 8:45PM,Feb 7 - May 17,"Reno,Margaret"
BUAD309070,LEC,Organizational Behavior,NEWRK,3 Hrs,TBD,12:00AM - 12:00AM,Feb 7 - May 17,"Toole,Ruth A"
BUAD309072,LEC,Organizational Behavior,NEWRK,3 Hrs,TBD,12:00AM - 12:00AM,Feb 7 - May 17,"Toole,Ruth A"
BUAD309073,LEC,Organizational Behavior,NEWRK,3 Hrs,TBD,,Feb 7 - May 17,"Toole,Ruth A"
BUAD309074,LEC,Organizational Behavior,NEWRK,3 Hrs,TBD,,Feb 7 - May 17,"Toole,Ruth A"
BUAD309075,LEC,Organizational Behavior,NEWRK,3 Hrs,TBD,,Feb 7 - May 17,"Toole,Ruth A"
BUAD309076,LEC,Organizational Behavior,NEWRK,3 Hrs,TBD,,Feb 7 - May 17,"Toole,Ruth A"
BUAD309080,LEC,Organizational Behavior,NEWRK,3 Hrs,TR,12:30PM - 1:45PM,Feb 7 - May 17,"Kernan,Mary C"
BUAD309194,LEC,Organizational Behavior,NEWRK,3 Hrs,ASYN,12:00AM - 12:00AM,Feb 7 - May 17,"Kernan,Mary C"
BUAD309195,LEC,Organizational Behavior,NEWRK,3 Hrs,ASYN,12:00AM - 12:00AM,Feb 7 - May 17,"Kernan,Mary C"
BUAD345010,LEC,Decision Analytics and Visualization,NEWRK,3 Hrs,TR,11:00AM - 12:15PM,Feb 7 - May 17,"Son,Junbo"
BUAD346010,LEC,Analytical Decision Making,NEWRK,3 Hrs,MWF,11:15AM - 12:05PM,Feb 7 - May 17,"Murphy,Susan B"
BUAD346010,LEC,Analytical Decision Making,NEWRK,3 Hrs,MWF,11:15AM - 12:05PM,Feb 7 - May 17,"Murphy,Susan B"
BUAD346012,LEC,Analytical Decision Making,NEWRK,3 Hrs,MWF,12:20PM - 1:10PM,Feb 7 - May 17,"Murphy,Susan B"
BUAD346080,LEC,Analytical Decision Making,NEWRK,3 Hrs,MWF,12:20PM - 1:10PM,Feb 7 - May 17,"Murphy,Susan B"
BUAD350010,LEC,Introduction to Entrepreneurship,NEWRK,3 Hrs,MW,5:00PM - 6:15PM,Feb 7 - May 17,"Gasiorowski,Laura"
BUAD350011,LEC,Introduction to Entrepreneurship,NEWRK,3 Hrs,MW,3:35PM - 4:50PM,Feb 7 - May 17,"Gasiorowski,Laura"
BUAD350012,LEC,Introduction to Entrepreneurship,NEWRK,3 Hrs,W,5:00PM - 8:00PM,Feb 7 - May 17,"Jacobs,Justin Robert"
BUAD350013,LEC,Introduction to Entrepreneurship,NEWRK,3 Hrs,TR,3:30PM - 4:45PM,Feb 7 - May 17,"Jacobs,Justin Robert"
BUAD350014,LEC,Introduction to Entrepreneurship,NEWRK,3 Hrs,TR,9:30AM - 10:45AM,Feb 7 - May 17,"Lee,Daniel"
BUAD350015,LEC,Introduction to Entrepreneurship,NEWRK,3 Hrs,TR,11:00AM - 12:15PM,Feb 7 - May 17,"Lee,Daniel"
BUAD350016,LEC,Introduction to Entrepreneurship,NEWRK,3 Hrs,TR,2:00PM - 3:15PM,Feb 7 - May 17,"Measley,Nathaniel P"
BUAD350017,LEC,Introduction to Entrepreneurship,NEWRK,3 Hrs,TR,12:30PM - 1:45PM,Feb 7 - May 17,"Lee,Daniel"
BUAD350050,LEC,Introduction to Entrepreneurship,NEWRK,3 Hrs,T,6:00PM - 9:00PM,Feb 7 - May 17,"Gasiorowski,Laura"
BUAD350051,LEC,Introduction to Entrepreneurship,NEWRK,3 Hrs,M,5:00PM - 8:00PM,Feb 7 - May 17,"Johnson,Garry Alan"
BUAD351010,LEC,Entrepreneurial Marketing,NEWRK,3 Hrs,MW,5:00PM - 6:15PM,Feb 7 - May 17,"Himics,John Michael"
BUAD351011,LEC,Entrepreneurial Marketing,NEWRK,3 Hrs,MW,6:30PM - 7:45PM,Feb 7 - May 17,"Himics,John Michael"
BUAD351012,LEC,Entrepreneurial Marketing,NEWRK,3 Hrs,TR,12:30PM - 1:45PM,Feb 7 - May 17,"Foltyn,Theodore Joseph"
BUAD364011,INT,Business Administration in Practice,NEWRK,3 Hrs,ASYN,12:00AM - 12:00AM,Feb 7 - May 17,"Sleesman,Dustin"
BUAD364071,INT,Business Administration in Practice,NEWRK,3 Hrs,TBD,12:00AM - 12:00AM,Feb 7 - May 17,"Toole,Ruth A"
BUAD364073,INT,Business Administration in Practice,NEWRK,3 Hrs,ASYN,12:00AM - 12:00AM,Feb 7 - May 17,"Sundaram,Suresh"
BUAD364074,INT,Business Administration in Practice,NEWRK,3 Hrs,TBD,,Feb 7 - May 17,"Toole,Ruth A"
BUAD364075,INT,Business Administration in Practice,NEWRK,3 Hrs,TBD,,Feb 7 - May 17,"Toole,Ruth A"
BUAD364076,INT,Business Administration in Practice,NEWRK,3 Hrs,TBD,,Feb 7 - May 17,"Toole,Ruth A"
BUAD364077,INT,Business Administration in Practice,NEWRK,3 Hrs,TBD,,Feb 7 - May 17,"Toole,Ruth A"
BUAD367073,LEC,SEMINAR: MAN. GLOBAL SUPPLY CHAINS,NEWRK,3 Hrs,TBD,,Feb 7 - May 17,"Toole,Ruth A"
BUAD384010,LEC,Global Business Environment,NEWRK,3 Hrs,MWF,12:20PM - 1:10PM,Feb 7 - May 17,"Sanders,Ryan"
BUAD384071,LEC,Global Business Environment,NEWRK,3 Hrs,TBD,12:00AM - 12:00AM,Feb 7 - May 17,"Toole,Ruth A"
BUAD384072,LEC,Global Business Environment,NEWRK,3 Hrs,TBD,12:00AM - 12:00AM,Feb 7 - May 17,"Toole,Ruth A"
BUAD384075,LEC,Global Business Environment,NEWRK,3 Hrs,TBD,,Feb 7 - May 17,"Toole,Ruth A"
BUAD384076,LEC,Global Business Environment,NEWRK,3 Hrs,TBD,,Feb 7 - May 17,"Toole,Ruth A"
BUAD384077,LEC,Global Business Environment,NEWRK,3 Hrs,TBD,,Feb 7 - May 17,"Toole,Ruth A"
BUAD384078,LEC,Global Business Environment,NEWRK,3 Hrs,TBD,,Feb 7 - May 17,"Toole,Ruth A"
BUAD384079,LEC,Global Business Environment,NEWRK,3 Hrs,TBD,,Feb 7 - May 17,"Toole,Ruth A"
BUAD386010,LEC,International Business Management,NEWRK,3 Hrs,MF,3:35PM - 4:50PM,Feb 7 - May 17,"Alfoldi,Eva"
BUAD386072,LEC,International Business Management,NEWRK,3 Hrs,TBD,,Feb 7 - May 17,"Toole,Ruth A"
BUAD386073,LEC,International Business Management,NEWRK,3 Hrs,TBD,,Feb 7 - May 17,"Toole,Ruth A"
BUAD386074,LEC,International Business Management,NEWRK,3 Hrs,TBD,,Feb 7 - May 17,"Toole,Ruth A"
BUAD415010,LEC,Principles and Practices of Global Enterprises,NEWRK,3 Hrs,M,6:00PM - 9:00PM,Feb 7 - May 17,"Alfoldi,Eva"
BUAD421010,LEC,Human Resource Management,NEWRK,3 Hrs,TR,2:00PM - 3:15PM,Feb 7 - May 17,"Racicot PhD,Bernadette Marie"
BUAD421011,LEC,Human Resource Management,NEWRK,3 Hrs,TR,12:30PM - 1:45PM,Feb 7 - May 17,"Racicot PhD,Bernadette Marie"
BUAD421070,LEC,Human Resource Management,NEWRK,3 Hrs,TBD,,Feb 7 - May 17,"Toole,Ruth A"
BUAD421071,LEC,Human Resource Management,NEWRK,3 Hrs,TBD,,Feb 7 - May 17,"Toole,Ruth A"
